filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_book_angry.wav,-400.7413330078125,45.03860092163086,-5.21354341506958,-13.765802383422852,-8.535513877868652,6.912457466125488,-17.412750244140625,-3.3221349716186523,-17.77430534362793,-4.94260835647583,-8.582884788513184,11.16551399230957,1.824811577796936,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_book_angry.wav,-433.7122802734375,31.31608009338379,-36.12070083618164,-16.240270614624023,-5.208641052246094,-19.38280487060547,-11.025131225585938,6.014505386352539,9.358880043029785,9.037772178649902,-14.900333404541016,-13.033125877380371,-3.7465662956237793,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_book_angry.wav,-423.74859619140625,48.41004180908203,-9.268376350402832,-18.182796478271484,-10.187122344970703,6.971027374267578,-17.66952896118164,-4.623826503753662,-19.443571090698242,-5.823347568511963,-8.891246795654297,12.126592636108398,2.578010320663452,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_bought_angry.wav,-236.73464965820312,23.516868591308594,-2.961454153060913,-10.348687171936035,-4.8314666748046875,0.14251206815242767,-4.279512882232666,-1.2118732929229736,-5.5445332527160645,-3.3410849571228027,-1.4392738342285156,4.228300094604492,0.8749220967292786,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_bought_angry.wav,-365.8546142578125,53.057926177978516,-9.951408386230469,-19.769460678100586,-10.337733268737793,2.566068172454834,-18.142868041992188,4.711868762969971,-16.36833953857422,-1.025940179824829,-10.04008960723877,9.429481506347656,-4.127004146575928,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_bought_angry.wav,-402.4413757324219,32.64505386352539,-46.830970764160156,-17.15576171875,-4.83580207824707,-12.839967727661133,-6.796807765960693,-0.8999877572059631,5.1197967529296875,9.085358619689941,-10.729191780090332,-10.075960159301758,-10.729485511779785,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_bought_angry.wav,-392.37969970703125,55.08944320678711,-14.972087860107422,-24.905235290527344,-13.229208946228027,1.7999085187911987,-18.90470314025879,4.5572428703308105,-17.688587188720703,-2.1388564109802246,-12.107489585876465,9.986323356628418,-3.3672239780426025,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_burn_angry.wav,-263.3987121582031,27.682708740234375,2.9342122077941895,-5.923211097717285,0.7129383087158203,4.189511299133301,-4.266931056976318,-8.05250072479248,-9.016576766967773,-5.2958831787109375,-3.697281837463379,-2.1405038833618164,0.009645488113164902,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_burn_angry.wav,-434.5531921386719,79.66132354736328,6.473490238189697,-17.44754409790039,-2.5634963512420654,17.601436614990234,-16.741716384887695,-11.04473876953125,-15.557941436767578,-1.7882834672927856,-13.516802787780762,-0.30432888865470886,-4.711942195892334,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_burn_angry.wav,-463.1499938964844,66.45706176757812,-33.81970977783203,-14.76840877532959,5.759620666503906,-26.756803512573242,-19.6890811920166,5.2560200691223145,-1.224588394165039,7.610411643981934,3.0336921215057373,-3.2330291271209717,-12.930230140686035,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_burn_angry.wav,-453.9971618652344,79.69166564941406,2.3035449981689453,-22.24212646484375,-5.104702472686768,16.23832893371582,-17.42949104309082,-12.923959732055664,-15.674283027648926,-2.4092371463775635,-14.11970043182373,-0.2925207018852234,-3.891915798187256,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_cab_angry.wav,-365.3240661621094,43.36613845825195,-13.060982704162598,-10.123639106750488,0.8473893404006958,1.0417916774749756,-12.01115608215332,-4.648982048034668,-7.371731281280518,-1.871693730354309,-4.594996452331543,6.238613128662109,0.3760397136211395,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_cab_angry.wav,-420.00592041015625,62.91559982299805,-18.93310546875,-13.1451416015625,1.5096752643585205,3.183779239654541,-17.579702377319336,-1.8311922550201416,-11.989455223083496,-0.17810401320457458,-9.57231330871582,12.006404876708984,-1.585344672203064,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_cab_angry.wav,-443.73175048828125,37.638362884521484,-46.94490432739258,-2.49676775932312,-7.817724704742432,-18.55743980407715,-5.372369766235352,6.2451395988464355,3.008880138397217,9.258584022521973,-6.078673839569092,-6.302887439727783,-5.600753307342529,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_cab_angry.wav,-440.23516845703125,66.0387954711914,-23.76296615600586,-16.355087280273438,0.3384293019771576,2.5916996002197266,-20.21332550048828,-4.844005107879639,-13.215272903442383,-0.36693742871284485,-11.049376487731934,11.617156028747559,-1.5264877080917358,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_calm_angry.wav,-399.9564208984375,68.7177505493164,-6.469110488891602,-25.030771255493164,-10.895544052124023,-2.8168888092041016,-8.188831329345703,2.4463343620300293,-16.281251907348633,-3.7361621856689453,-15.257601737976074,6.340282917022705,-0.06436657160520554,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_calm_angry.wav,-394.9712829589844,70.46267700195312,-6.58383321762085,-24.404787063598633,-10.462502479553223,-2.518598794937134,-8.032480239868164,2.7522811889648438,-15.737747192382812,-3.8212013244628906,-15.776299476623535,6.438082695007324,-0.3106902241706848,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_calm_angry.wav,-425.746826171875,51.912349700927734,-52.30617904663086,-19.5986385345459,-5.391658782958984,-7.028958797454834,-13.869877815246582,-4.555532932281494,4.441683292388916,12.468770027160645,-3.406492233276367,-9.61438274383545,-11.851397514343262,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_calm_angry.wav,-417.3128356933594,72.07757568359375,-9.937677383422852,-30.54949188232422,-13.508477210998535,-3.597752332687378,-9.083955764770508,0.35663700103759766,-17.600357055664062,-5.608748912811279,-16.53510284423828,6.30900764465332,0.46575990319252014,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_came_angry.wav,-342.56280517578125,35.21171569824219,-10.150909423828125,7.0149946212768555,1.9876569509506226,0.5598055124282837,-19.489898681640625,-8.00774097442627,-10.937905311584473,-11.165610313415527,-2.778550386428833,0.36158666014671326,5.9151201248168945,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_came_angry.wav,-380.7483825683594,45.73867416381836,-13.721344947814941,9.135905265808105,0.3476387560367584,2.1236581802368164,-23.23853874206543,-9.322829246520996,-15.22732925415039,-12.534591674804688,-4.303318023681641,-0.5578693151473999,6.061478614807129,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_came_angry.wav,-406.2996520996094,22.674638748168945,-18.68034553527832,0.3143581449985504,-19.40715789794922,-27.504146575927734,-9.16841983795166,2.3355069160461426,5.912940502166748,9.920673370361328,-6.1107497215271,-8.178675651550293,-9.794962882995605,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_came_angry.wav,-404.0845642089844,45.359615325927734,-17.637630462646484,7.373603820800781,-0.47676917910575867,1.4374451637268066,-23.930252075195312,-10.754695892333984,-15.707256317138672,-12.325305938720703,-4.904026508331299,-0.3795737326145172,7.863046646118164,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_cause_angry.wav,-310.36077880859375,29.757184982299805,-2.9950006008148193,-10.450674057006836,-5.11295747756958,0.15017041563987732,-3.828592300415039,-2.3918097019195557,-6.492336750030518,-4.323171615600586,-3.416597843170166,5.417459487915039,2.8669300079345703,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_cause_angry.wav,-417.1375732421875,52.401615142822266,-10.197063446044922,-11.074933052062988,-10.046743392944336,5.4554924964904785,-9.5235595703125,-1.0995099544525146,-12.093406677246094,-0.6262466311454773,-13.075275421142578,13.627005577087402,0.610554039478302,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_cause_angry.wav,-451.06378173828125,34.02384567260742,-39.649383544921875,-10.760323524475098,-4.274337291717529,-8.004363059997559,-12.088850975036621,6.178861141204834,3.637636661529541,13.113916397094727,-8.686655044555664,-12.223678588867188,-6.10842752456665,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_cause_angry.wav,-437.7589111328125,54.7709846496582,-14.2802095413208,-15.997262954711914,-12.18475341796875,5.039314270019531,-10.33882999420166,-3.1167328357696533,-13.571610450744629,-2.2472984790802,-13.301660537719727,13.98498249053955,0.7515718936920166,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_chain_angry.wav,-319.85443115234375,31.481332778930664,-9.9229736328125,6.070842742919922,1.0605062246322632,-0.3375820517539978,-18.49939727783203,-7.850094318389893,-9.899097442626953,-9.602381706237793,-0.5667125582695007,-0.8276017904281616,2.745728015899658,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_chain_angry.wav,-370.09197998046875,45.26622772216797,-14.626165390014648,9.156023979187012,-1.9439122676849365,1.0940792560577393,-25.050392150878906,-8.26035213470459,-14.220595359802246,-11.582626342773438,-1.7370525598526,-2.5922605991363525,3.191450357437134,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_chain_angry.wav,-397.91082763671875,21.125272750854492,-22.477079391479492,-3.0121700763702393,-21.251819610595703,-28.45770835876465,-8.041397094726562,0.868001401424408,3.2362804412841797,8.181221008300781,-7.2799177169799805,-4.890336990356445,-12.1129789352417,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_chain_angry.wav,-393.8745422363281,46.05418395996094,-18.025949478149414,6.60890007019043,-3.004298448562622,0.2857513725757599,-26.47952651977539,-9.980998992919922,-14.409444808959961,-12.823402404785156,-2.360121488571167,-2.185943603515625,4.228118896484375,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_chair_angry.wav,-315.7805480957031,25.061534881591797,-6.8401947021484375,-3.7710886001586914,0.5267546772956848,3.5404367446899414,-18.226205825805664,-6.000920295715332,-5.436346054077148,-5.585643291473389,-3.308662176132202,3.339813470840454,1.6183162927627563,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_chair_angry.wav,-388.76678466796875,42.09230041503906,-8.845728874206543,-7.788992881774902,-1.564639925956726,8.163156509399414,-27.623502731323242,-5.985515594482422,-8.84832763671875,-5.311388969421387,-7.9415154457092285,7.693149089813232,-1.2453757524490356,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_chair_angry.wav,-424.3467712402344,24.134300231933594,-32.51090621948242,-8.685405731201172,-9.494379997253418,-27.532773971557617,-3.713806629180908,8.813623428344727,-0.937122642993927,13.94933032989502,-10.617446899414062,-6.1268720626831055,-14.225172996520996,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_chair_angry.wav,-410.3526916503906,43.13100051879883,-13.478950500488281,-11.372018814086914,-3.1233224868774414,7.526431560516357,-29.59515953063965,-7.261059284210205,-9.359415054321289,-6.646092891693115,-8.734354019165039,7.962431907653809,-0.02661154791712761,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_chalk_angry.wav,-303.18511962890625,30.089107513427734,-12.819098472595215,-10.263626098632812,-5.344387531280518,0.7126122117042542,-10.089311599731445,0.4089497923851013,-6.3677802085876465,-4.595103740692139,-3.1754343509674072,3.1772406101226807,-0.5958739519119263,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_chalk_angry.wav,-369.5879821777344,46.5676383972168,-20.664369583129883,-9.324250221252441,-9.907458305358887,6.4168572425842285,-20.631162643432617,1.810634970664978,-13.209644317626953,-3.4056687355041504,-11.094500541687012,5.842288494110107,-3.107598066329956,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_chalk_angry.wav,-401.4475402832031,24.750490188598633,-41.57467269897461,-6.243037700653076,-4.793411731719971,-16.46014976501465,-8.190053939819336,-0.8949558734893799,-3.1173412799835205,7.260975360870361,-12.370196342468262,-7.202929496765137,-5.398097515106201,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_chalk_angry.wav,-389.7968444824219,49.28873062133789,-25.096712112426758,-13.598078727722168,-10.197257995605469,6.614701747894287,-20.966753005981445,1.4088069200515747,-13.055876731872559,-4.4827752113342285,-10.426570892333984,6.105678558349609,-3.2565712928771973,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_chat_angry.wav,-324.68560791015625,31.6485538482666,-9.632073402404785,-9.079301834106445,-1.4946720600128174,0.23429173231124878,-11.4373197555542,-3.1364967823028564,-5.210021495819092,-2.376849412918091,-5.664165019989014,2.941035747528076,0.5676169395446777,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_chat_angry.wav,-389.5329895019531,50.45088577270508,-17.859722137451172,-13.1438627243042,-5.793699264526367,-0.35880377888679504,-19.436372756958008,-1.6469436883926392,-10.901142120361328,-0.22281047701835632,-13.287796974182129,7.397305488586426,-2.5865845680236816,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_chat_angry.wav,-424.32965087890625,26.105663299560547,-43.09238815307617,-9.414995193481445,-13.193977355957031,-17.763795852661133,-6.182521343231201,3.2189252376556396,-2.9313266277313232,8.262617111206055,-4.41219425201416,-9.899341583251953,-9.572104454040527,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_chat_angry.wav,-410.7359313964844,48.87321090698242,-21.39891242980957,-14.958425521850586,-6.719590187072754,-1.4691377878189087,-21.322874069213867,-3.1564831733703613,-11.637880325317383,-0.7678058743476868,-14.999208450317383,7.855002403259277,-1.7114510536193848,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_check_angry.wav,-374.31866455078125,39.203914642333984,-11.497908592224121,-5.0962419509887695,-2.19578218460083,1.3030973672866821,-18.80536460876465,-4.532257556915283,-8.410666465759277,4.754257678985596,-14.431114196777344,8.971439361572266,0.05547284334897995,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_check_angry.wav,-375.7763671875,39.14434051513672,-11.553486824035645,-5.1965227127075195,-2.1370620727539062,1.3634108304977417,-19.15624237060547,-4.932716369628906,-8.517671585083008,4.5264716148376465,-14.845656394958496,8.848215103149414,0.013195010833442211,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_check_angry.wav,-405.8976745605469,22.98427391052246,-30.39353370666504,-3.6507551670074463,-10.51054859161377,-15.355873107910156,-4.533287525177002,8.02149772644043,-4.5232834815979,6.768269062042236,-1.1332359313964844,-10.212688446044922,-4.747037410736084,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_check_angry.wav,-396.458740234375,39.670711517333984,-15.926216125488281,-9.160168647766113,-4.16824197769165,0.9721617102622986,-20.462623596191406,-6.573525428771973,-9.157610893249512,3.9948933124542236,-15.951641082763672,8.189698219299316,0.08742757141590118,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_cheek_angry.wav,-414.2203369140625,18.80781364440918,-1.5103058815002441,6.250274658203125,0.6443387866020203,2.3462460041046143,-13.70048999786377,3.4369149208068848,-9.448293685913086,-4.26566743850708,-7.159006595611572,5.468479156494141,-2.192824125289917,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_cheek_angry.wav,-436.75726318359375,24.45362091064453,-0.8044707179069519,7.927014350891113,1.9831568002700806,3.0828652381896973,-15.514190673828125,4.384260654449463,-10.313480377197266,-3.7289938926696777,-9.822371482849121,7.119901657104492,-2.52126145362854,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_cheek_angry.wav,-477.4998779296875,15.45438289642334,-9.697986602783203,2.5955634117126465,-11.463871955871582,-15.14842700958252,-4.496355056762695,-2.6534032821655273,-0.08640885353088379,11.589751243591309,-3.5580155849456787,-1.6818479299545288,-2.3836777210235596,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_cheek_angry.wav,-457.3590393066406,24.673229217529297,-4.523946762084961,5.2783613204956055,0.864468514919281,2.4046082496643066,-17.48811149597168,2.4196274280548096,-10.976495742797852,-5.4283342361450195,-10.76256275177002,5.346431732177734,-3.3631255626678467,angry
